name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,national_team,national_rating,national_team_position,national_jersey_number,Defending,Physical_Mobility,Finishing_Attacking,Static_Physical_Reactivity,Technique_Creativity,Aggression_Aerial
F. Guarín,Fredy Alejandro Guarín Vásquez,6/30/1986,32,182.88,79.8,"CDM,CM",Colombia,75,75,3800000.0,14000.0,Right,3,4,3,Stocky,8200000.0,,,,,69.0,70.4,73.57142857142857,77.0,77.42857142857143,70.5
M. Jensen,Mathias Jensen,1/1/1996,23,172.72,68.0,CM,Denmark,75,81,9000000.0,19000.0,Right,1,4,3,Lean,20700000.0,,,,,63.0,80.2,64.42857142857143,69.66666666666667,75.57142857142857,57.5
R. Thomas,Ryan Thomas,12/20/1994,24,175.26,64.0,CM,New Zealand,75,80,9000000.0,13000.0,Right,1,4,3,Normal,13300000.0,New Zealand,66.0,RCM,14.0,62.5,76.4,59.285714285714285,72.66666666666667,76.14285714285714,52.5
B. Butko,Bogdan Butko,1/13/1991,28,182.88,72.1,RB,Ukraine,75,75,5500000.0,1000.0,Right,1,4,3,Lean,11600000.0,,,,,75.5,75.4,46.714285714285715,71.66666666666667,66.28571428571429,61.5
L. Cigarini,Luca Cigarini,6/20/1986,32,175.26,72.1,"CM,CDM",Italy,75,75,5000000.0,29000.0,Right,2,4,3,Normal,8500000.0,,,,,67.25,66.4,70.0,60.333333333333336,75.85714285714286,55.0
A. Musa,Ahmed Musa,10/14/1992,26,170.18,62.1,"LM,ST",Nigeria,75,76,8000000.0,33000.0,Right,2,3,3,Lean,14200000.0,,,,,26.0,89.6,66.71428571428571,66.33333333333333,68.71428571428571,48.5
M. Morozyuk,Mykola Morozyuk,1/17/1988,31,175.26,71.2,"RB,RM,LB,LM",Ukraine,75,75,4800000.0,13000.0,Right,1,4,3,Normal,9600000.0,,,,,73.25,78.8,62.714285714285715,60.666666666666664,70.57142857142857,38.5
G. Schennikov,Georgiy Schennikov,4/27/1991,27,154.94,74.8,"LWB,LM",Russia,75,76,6000000.0,1000.0,Left,1,3,3,Lean,13700000.0,,,,,73.75,79.0,56.714285714285715,68.33333333333333,66.14285714285714,70.0
André Ramalho,André Ramalho Silva,2/16/1992,27,182.88,78.0,"CB,CDM",Brazil,75,77,6500000.0,30000.0,Right,1,5,2,Normal,10200000.0,,,,,73.5,61.6,56.0,79.66666666666667,70.0,71.0
T. Foket,Thomas Foket,9/25/1994,24,152.4,73.9,RB,Belgium,75,80,7500000.0,14000.0,Right,1,3,3,Normal,15600000.0,,,,,73.5,78.0,59.42857142857143,74.0,69.71428571428571,62.5
P. Foden,Philip Foden,5/28/2000,18,170.18,68.9,"CAM,CM",England,75,90,13500000.0,42000.0,Left,1,3,4,Lean,33400000.0,,,,,54.75,79.2,59.142857142857146,54.0,75.85714285714286,54.5
Walace,Walace Souza Silva,4/4/1995,23,187.96,74.8,"CDM,CM",Brazil,75,81,8000000.0,24000.0,Right,1,3,3,Normal,15200000.0,,,,,69.5,65.8,61.857142857142854,68.66666666666667,74.0,70.5
I. Kahveci,İrfan Can Kahveci,7/15/1995,23,175.26,67.1,"CAM,CM,LM",Turkey,75,80,9000000.0,21000.0,Left,1,4,4,Normal,17800000.0,Turkey,76.0,SUB,23.0,51.0,77.4,66.85714285714286,63.666666666666664,74.71428571428571,60.0
J. Briand,Jimmy Briand,8/2/1985,33,154.94,83.9,ST,France,75,75,5500000.0,39000.0,Right,2,3,3,Normal,11000000.0,,,,,42.5,68.6,71.71428571428571,74.0,73.71428571428571,72.0
D. Rolán,Diego Rolán,3/24/1993,25,152.4,69.9,"ST,LM,RM",Uruguay,75,78,8500000.0,11000.0,Right,2,4,3,Lean,,,,,,38.5,73.2,70.57142857142857,71.33333333333333,71.85714285714286,65.0
C. Théréau,Cyril Théréau,4/24/1983,35,187.96,78.9,"LW,CF",France,75,75,2900000.0,38000.0,Right,2,4,4,Lean,,,,,,29.5,64.8,73.28571428571429,72.66666666666667,75.14285714285714,68.0
B. Valdez,Bruno Valdez,10/6/1992,26,182.88,78.9,"CB,RB",Paraguay,75,77,7000000.0,45000.0,Right,1,3,2,Stocky,12400000.0,,,,,75.0,62.8,37.0,76.0,54.714285714285715,73.0
M. Konaté,Pape Moussa Konaté,4/3/1993,25,182.88,78.0,ST,Senegal,75,79,8500000.0,19000.0,Right,1,4,3,Normal,17600000.0,,,,,17.0,77.4,61.857142857142854,77.66666666666667,63.0,56.5
H. Ayala,Hugo Ayala Castro,3/31/1987,31,182.88,81.2,CB,Mexico,75,75,4500000.0,42000.0,Right,1,2,2,Normal,7200000.0,,,,,76.5,60.6,48.714285714285715,73.0,62.57142857142857,67.5
J. Kluivert,Justin Kluivert,5/5/1999,19,170.18,66.2,"LW,RW",Netherlands,75,86,11000000.0,28000.0,Right,1,4,4,Normal,20900000.0,,,,,32.75,83.2,67.71428571428571,62.666666666666664,72.14285714285714,59.0
P. Tau,Percy Tau,5/13/1994,24,167.64,64.9,"ST,RW,LW,CAM",South Africa,75,81,,,Right,1,4,4,Normal,,,,,,31.75,75.0,73.57142857142857,52.0,74.0,46.0
Eraso,Javier Eraso Goñi,3/22/1990,28,154.94,71.2,"CAM,CDM,RM",Spain,75,75,6500000.0,28000.0,Right,1,3,3,Lean,13700000.0,,,,,58.75,61.0,65.14285714285714,73.33333333333333,75.28571428571429,68.0
A. Boruc,Artur Boruc,2/20/1980,39,193.04,87.1,GK,Poland,75,75,450000.0,25000.0,Right,2,3,1,Normal,855000.0,,,,,20.0,37.4,15.571428571428571,70.33333333333333,30.714285714285715,24.5
S. Larsson,Sam Larsson,4/10/1993,25,152.4,69.9,LW,Sweden,75,77,8000000.0,14000.0,Right,1,2,5,Normal,11800000.0,,,,,37.0,75.8,70.28571428571429,61.333333333333336,75.57142857142857,43.5
Paulinho,Paulo Henrique Soares dos Santos,7/10/1994,24,170.18,63.0,"CAM,CM,RW",Brazil,75,81,9000000.0,9000.0,Left,1,3,4,Normal,20700000.0,,,,,28.25,77.4,68.28571428571429,58.666666666666664,72.42857142857143,42.5
J. Urretaviscaya,Jonathan Matías Urretaviscaya da Luz,3/19/1990,28,172.72,66.2,"RW,RM",Uruguay,75,75,6500000.0,46000.0,Right,1,3,4,Lean,10400000.0,,,,,31.0,77.8,68.42857142857143,66.0,73.14285714285714,55.0
Y. Aït Bennasser,Youssef Aït Bennasser,7/7/1996,22,182.88,73.9,"CM,CDM",Morocco,75,83,10000000.0,39000.0,Right,1,3,3,Normal,,,,,,66.0,72.4,58.57142857142857,68.33333333333333,76.57142857142857,60.0
P. Bernardoni,Paul Bernardoni,4/18/1997,21,190.5,78.0,GK,France,75,84,8000000.0,17000.0,Left,1,2,1,Normal,,,,,,17.75,28.6,16.142857142857142,48.333333333333336,26.857142857142858,25.0
J. Brenet,Joshua Brenet,3/20/1994,24,154.94,73.9,"LWB,LB,RB,RWB",Netherlands,75,77,6500000.0,24000.0,Right,1,3,3,Lean,11500000.0,,,,,71.75,78.4,39.57142857142857,66.0,60.0,68.5
Aleñá,Carles Aleñá Castillo,1/5/1998,21,154.94,73.0,"CM,RW,CAM",Spain,75,87,12000000.0,77000.0,Left,1,3,4,Normal,27000000.0,,,,,62.0,75.4,64.42857142857143,63.666666666666664,75.0,43.0
Thiago Maia,Thiago Maia Alencar,3/23/1997,21,152.4,78.9,"CDM,CM",Brazil,75,82,8000000.0,19000.0,Left,1,3,3,Normal,16800000.0,,,,,73.5,67.6,55.42857142857143,74.0,72.57142857142857,69.0
R. Skov,Robert Skov,5/25/1996,22,182.88,76.2,RM,Denmark,75,83,10000000.0,18000.0,Left,1,3,3,Lean,15000000.0,,,,,44.75,78.0,75.14285714285714,62.333333333333336,73.71428571428571,62.0
M. Isla,Mauricio Aníbal Isla Isla,6/12/1988,30,175.26,74.8,"RB,CM",Chile,75,75,4800000.0,48000.0,Right,2,3,3,Lean,9100000.0,Chile,77.0,RB,4.0,73.75,79.2,63.57142857142857,69.33333333333333,72.0,67.0
W. McKennie,Weston McKennie,8/28/1998,20,185.42,83.9,"CM,CDM,CAM,RM",United States,75,85,10500000.0,13000.0,Right,1,3,3,Normal,20000000.0,United States,74.0,LCM,8.0,74.0,70.0,59.142857142857146,81.33333333333333,72.42857142857143,79.0
J. Tavernier,James Tavernier,10/31/1991,27,182.88,74.8,RB,England,75,76,6500000.0,42000.0,Right,1,3,3,Lean,12200000.0,,,,,69.25,82.0,68.0,71.66666666666667,72.28571428571429,69.5
S. Kalu,Samuel Kalu Ojim,8/26/1997,21,175.26,73.9,"RM,RW",Nigeria,75,86,11500000.0,27000.0,Right,1,4,4,Normal,25300000.0,,,,,26.75,81.0,63.285714285714285,63.333333333333336,70.14285714285714,59.5
Marlon,Marlon da Silva Barbosa,9/7/1995,23,182.88,79.8,CB,Brazil,75,82,8000000.0,34000.0,Right,1,3,3,Normal,16000000.0,,,,,75.0,63.8,43.714285714285715,69.0,64.28571428571429,73.5
A. Duncan,Joseph Alfred Duncan,3/10/1993,25,152.4,78.0,CM,Ghana,75,80,8500000.0,42000.0,Left,2,3,3,Stocky,15900000.0,,,,,76.25,74.2,58.857142857142854,74.33333333333333,74.85714285714286,77.0
S. Sturaro,Stefano Sturaro,3/9/1993,25,154.94,79.8,CM,Italy,75,78,8000000.0,16000.0,Right,2,3,3,Normal,15000000.0,,,,,76.5,73.6,67.85714285714286,71.0,75.14285714285714,77.0
H. Arter,Harry Arter,12/28/1989,29,175.26,69.9,CM,Republic of Ireland,75,75,6500000.0,55000.0,Left,1,5,3,Normal,,Republic of Ireland,74.0,SUB,22.0,68.75,67.8,67.57142857142857,69.66666666666667,74.42857142857143,69.5
V. Buyalskyi,Vitaliy Buyalskyi,1/6/1993,26,170.18,60.8,"CM,CAM,CDM",Ukraine,75,78,8000000.0,1000.0,Right,1,4,3,Lean,17400000.0,,,,,70.75,78.8,59.142857142857146,54.666666666666664,72.28571428571429,42.5
M. Sarr,Malang Sarr,1/23/1999,20,182.88,73.0,"CB,LB",France,75,84,8500000.0,11000.0,Left,1,4,2,Stocky,17900000.0,,,,,74.5,73.8,48.142857142857146,76.33333333333333,66.14285714285714,70.5
I. Fernández,Ignacio Fernández,1/12/1990,29,182.88,67.1,"CM,CAM",Argentina,75,75,6500000.0,23000.0,Left,1,3,4,Lean,9100000.0,,,,,61.75,74.8,68.57142857142857,58.333333333333336,75.85714285714286,64.0
H. Hateboer,Hans Hateboer,1/9/1994,25,187.96,73.9,"RM,RB",Netherlands,75,77,8000000.0,22000.0,Right,1,2,3,Lean,14200000.0,,,,,72.5,74.4,50.42857142857143,72.66666666666667,72.0,67.0
F. Niederlechner,Florian Niederlechner,10/24/1990,28,187.96,86.2,ST,Germany,75,75,7000000.0,25000.0,Right,1,4,3,Normal,12600000.0,,,,,31.25,69.6,67.14285714285714,72.0,65.71428571428571,74.5
P. Schwegler,Pirmin Schwegler,3/9/1987,32,152.4,73.9,"CDM,CM",Switzerland,75,75,4500000.0,28000.0,Right,2,4,3,Normal,7600000.0,,,,,75.0,58.6,67.0,72.33333333333333,76.57142857142857,66.5
B. Pearson,Ben Pearson,1/4/1995,24,175.26,71.2,CDM,England,75,81,8000000.0,12000.0,Right,1,3,3,Lean,16800000.0,,,,,74.0,75.4,45.0,76.33333333333333,68.71428571428571,72.5
T. Abraham,Tammy Abraham,10/2/1997,21,190.5,79.8,ST,England,75,85,11000000.0,64000.0,Right,1,3,3,Lean,,,,,,23.75,67.8,63.57142857142857,74.0,65.0,58.5
Jefferson,Jefferson Moreira Nascimento,7/5/1988,30,175.26,72.1,LB,Brazil,75,75,5000000.0,12000.0,Left,2,2,2,Normal,10000000.0,,,,,72.25,76.4,71.14285714285714,70.33333333333333,72.85714285714286,68.0
J. Mæhle,Joakim Mæhle,5/20/1997,21,182.88,79.8,RB,Denmark,75,84,9000000.0,10000.0,Right,1,3,3,Normal,15300000.0,,,,,69.25,81.2,51.714285714285715,74.66666666666667,69.14285714285714,65.5
Unai López,Unai López Cabrera,10/30/1995,23,170.18,69.9,"CM,LM,CDM",Spain,75,82,9000000.0,19000.0,Right,1,3,3,Normal,20700000.0,,,,,64.25,79.2,66.57142857142857,66.0,71.14285714285714,61.5
I. Amadou,Ibrahim Amadou,4/6/1993,25,182.88,81.2,"CDM,CB",France,75,80,7500000.0,14000.0,Right,2,3,3,Normal,16300000.0,,,,,74.0,70.0,41.285714285714285,77.33333333333333,69.85714285714286,72.5
C. Günter,Christian Günter,2/28/1993,26,182.88,83.0,"LB,LWB",Germany,75,76,6500000.0,20000.0,Left,2,2,3,Stocky,12200000.0,,,,,72.5,75.0,52.714285714285715,66.66666666666667,65.14285714285714,70.0
O. Onazi,Ogenyi Eddy Onazi,12/25/1992,26,172.72,73.0,"CDM,CM",Nigeria,75,78,7000000.0,25000.0,Right,1,3,3,Normal,14500000.0,,,,,73.0,85.4,63.42857142857143,64.66666666666667,72.85714285714286,61.0
J. Montero,Jefferson Antonio Montero Vite,9/1/1989,29,172.72,69.9,"LM,LW",Ecuador,75,75,6500000.0,29000.0,Right,2,3,4,Normal,,Ecuador,72.0,LM,10.0,25.5,80.8,68.14285714285714,67.33333333333333,73.71428571428571,45.0
O. Murillo,Oscar Fabián Murillo Murillo,4/18/1988,30,182.88,83.0,CB,Colombia,75,75,4900000.0,25000.0,Left,1,4,2,Normal,8400000.0,Pachuca,72.0,LCB,23.0,73.25,60.2,31.714285714285715,79.33333333333333,55.0,75.5
Borja Bastón,Borja González Tomás,8/25/1992,26,190.5,82.1,ST,Spain,75,78,8500000.0,29000.0,Right,2,4,3,Lean,,,,,,33.5,54.4,69.57142857142857,72.33333333333333,67.85714285714286,68.5
L. Zelarayán,Lucas Zelarayán,6/20/1992,26,172.72,73.0,"CAM,CM",Argentina,75,77,8000000.0,46000.0,Right,1,3,3,Normal,13400000.0,,,,,43.0,78.4,69.0,69.66666666666667,73.0,50.0
M. Kelly,Martin Kelly,4/27/1990,28,190.5,77.1,"CB,RB",England,75,76,6000000.0,44000.0,Right,2,3,2,Normal,11900000.0,,,,,75.0,53.6,44.285714285714285,72.33333333333333,61.57142857142857,73.5
A. Umar,Aminu Umar,3/6/1995,24,175.26,72.1,"LM,RM",Nigeria,75,80,9000000.0,13000.0,Right,1,3,4,Normal,18700000.0,,,,,57.5,84.4,59.285714285714285,67.0,73.85714285714286,59.5
Zaldúa,Joseba Zaldúa Bengoetxea,6/24/1992,26,175.26,69.9,RB,Spain,75,78,7000000.0,23000.0,Right,1,3,2,Normal,15200000.0,,,,,76.0,67.4,37.57142857142857,65.0,57.285714285714285,76.5
M. Diagne,Mbaye Diagne,10/28/1991,27,190.5,86.2,ST,Senegal,75,76,8000000.0,51000.0,Right,1,3,2,Lean,15800000.0,,,,,25.75,55.8,60.0,70.33333333333333,62.0,66.0
Jovane Cabral,Jovane Eduardo Borges Cabral,6/14/1998,20,175.26,68.0,"LW,RW",Cape Verde,75,85,11000000.0,11000.0,Right,1,4,4,Normal,24200000.0,,,,,30.75,83.0,67.28571428571429,71.0,73.42857142857143,58.0
S. Dann,Scott Dann,2/14/1987,32,187.96,78.0,CB,England,75,75,4500000.0,42000.0,Right,2,3,2,Normal,8500000.0,,,,,76.25,42.8,32.285714285714285,73.33333333333333,55.0,76.5
M. Pavlović,Mateo Pavlović,6/9/1990,28,195.58,93.9,CB,Croatia,75,75,5500000.0,21000.0,Right,1,3,2,Normal,11000000.0,,,,,72.0,39.0,55.0,78.66666666666667,58.42857142857143,81.0
A. Surman,Andrew Surman,8/20/1986,32,152.4,73.0,"CM,CDM",England,75,75,5500000.0,53000.0,Left,1,4,3,Lean,10500000.0,,,,,65.25,63.0,63.857142857142854,70.0,75.0,63.5
F. Kainz,Florian Kainz,10/24/1992,26,175.26,71.2,"LM,CM,CAM",Austria,75,76,8000000.0,19000.0,Right,1,5,4,Lean,12600000.0,Austria,77.0,SUB,17.0,33.5,81.4,66.71428571428571,64.66666666666667,71.28571428571429,40.0
Fran Beltrán,Francisco José Beltrán Peinado,2/3/1999,20,170.18,64.0,"CDM,CM",Spain,75,83,8000000.0,8000.0,Right,1,3,3,Normal,18400000.0,,,,,77.0,74.6,54.0,64.66666666666667,71.85714285714286,64.0
K. Vermeer,Kenneth Vermeer,1/10/1986,33,154.94,78.0,GK,Netherlands,75,75,3800000.0,10000.0,Right,2,4,1,Normal,5400000.0,,,,,17.25,54.2,16.428571428571427,69.33333333333333,43.42857142857143,25.5
Fontàs,Andreu Fontàs Prat,11/14/1989,29,185.42,86.2,CB,Spain,75,76,6000000.0,8000.0,Left,1,3,2,Normal,9500000.0,,,,,74.75,38.6,49.0,68.0,65.71428571428571,74.5
L. Quiñones,Luis Enrique Quiñónes,6/26/1991,27,152.4,64.9,"LM,RM,CM",Colombia,75,75,7000000.0,46000.0,Left,1,4,4,Lean,11200000.0,,,,,28.5,79.8,62.57142857142857,64.0,71.42857142857143,55.0
M. Leckie,Mathew Leckie,2/4/1991,28,154.94,82.1,"RM,LM,RW",Australia,75,75,7000000.0,25000.0,Right,2,4,3,Normal,11900000.0,Australia,73.0,SUB,7.0,51.25,82.0,64.28571428571429,75.66666666666667,68.42857142857143,72.5
Tchê Tchê,Danilo das Neves Pinheiro,9/30/1992,26,175.26,66.2,"CM,CDM",Brazil,75,78,8000000.0,1000.0,Right,1,4,3,Lean,17400000.0,,,,,70.25,78.8,67.85714285714286,60.666666666666664,74.14285714285714,55.5
S. March,Solly March,7/20/1994,24,154.94,77.1,"LM,RM,RW",England,74,78,7500000.0,34000.0,Left,1,2,3,Lean,14800000.0,,,,,46.25,76.0,63.857142857142854,53.333333333333336,72.28571428571429,47.5
B. Dabo,Bryan Dabo,2/18/1992,27,185.42,81.2,"CM,CDM",Burkina Faso,74,75,6500000.0,43000.0,Right,1,3,4,Normal,11500000.0,,,,,73.25,70.8,63.142857142857146,76.33333333333333,73.71428571428571,76.0
F. Midtsjø,Fredrik Midtsjø,8/11/1993,25,175.26,69.9,"CM,CDM",Norway,74,77,7000000.0,12000.0,Right,1,3,3,Normal,11000000.0,Norway,75.0,SUB,8.0,68.0,79.4,61.57142857142857,70.66666666666667,73.85714285714286,66.0
Arribas,Alejandro Arribas Garrido,5/1/1989,29,182.88,76.2,CB,Spain,74,74,4400000.0,18000.0,Right,2,3,2,Normal,7400000.0,,,,,73.25,53.8,29.714285714285715,76.0,56.42857142857143,75.5
Duirval Diniz,Duirval Hélton Diniz Cabral,2/29/1984,35,187.96,82.1,"CB,RB",Brazil,74,74,1700000.0,13000.0,Right,1,3,2,Normal,3200000.0,,,,,74.75,55.6,43.714285714285715,74.66666666666667,55.714285714285715,73.5
O. Watkins,Ollie Watkins,12/30/1995,23,154.94,69.9,"RW,LW,ST",England,74,81,8000000.0,35000.0,Right,1,3,3,Lean,16800000.0,,,,,41.5,77.0,63.0,67.33333333333333,68.0,46.0
R. Tapia,Renato Tapia,7/28/1995,23,182.88,78.0,"CDM,CM",Peru,74,79,6500000.0,10000.0,Right,1,4,3,Normal,,Peru,73.0,RDM,13.0,73.0,70.4,58.42857142857143,75.66666666666667,70.57142857142857,74.0
E. Roco,Enzo Pablo Roco Roco,8/16/1992,26,193.04,78.9,CB,Chile,74,77,6000000.0,33000.0,Right,2,3,2,Normal,11900000.0,Chile,77.0,SUB,3.0,73.0,50.0,34.714285714285715,77.66666666666667,58.285714285714285,72.5
J. Svensson,Jonas Svensson,3/6/1993,26,170.18,69.9,"RB,CM",Norway,74,77,6000000.0,12000.0,Right,1,3,3,Stocky,9500000.0,Norway,75.0,RB,16.0,71.5,80.8,59.42857142857143,74.0,70.14285714285714,70.0
L. Orbán,Lucas Alfonso Orbán Alegre,2/3/1989,30,152.4,78.9,"CB,LB",Argentina,74,74,4400000.0,18000.0,Left,1,3,2,Lean,6100000.0,,,,,74.0,62.0,54.57142857142857,74.33333333333333,64.42857142857143,71.5
G. Donsah,Godfred Donsah,6/17/1996,22,175.26,69.9,CM,Ghana,75,81,9000000.0,25000.0,Right,1,3,3,Normal,17100000.0,,,,,72.0,81.6,64.28571428571429,76.0,76.14285714285714,65.0
L. Krejčí,Ladislav Krejčí,7/5/1992,26,154.94,68.0,"LW,RW,RM",Czech Republic,75,75,7000000.0,30000.0,Left,2,2,4,Lean,11900000.0,,,,,47.75,77.8,71.42857142857143,65.66666666666667,75.57142857142857,54.0
S. Sinclair,Scott Sinclair,3/25/1989,29,152.4,69.9,LM,England,75,75,6500000.0,48000.0,Right,2,4,4,Lean,11700000.0,,,,,37.75,87.8,70.57142857142857,67.33333333333333,68.42857142857143,52.5
B. Jokič,Bojan Jokič,5/17/1986,32,175.26,77.1,"LWB,LB",Slovenia,75,75,,,Left,1,3,2,Stocky,,,,,,71.75,76.4,57.142857142857146,75.33333333333333,68.14285714285714,73.0
M. Thuram,Marcus Thuram,8/6/1997,21,193.04,88.0,"LM,ST",France,75,83,10000000.0,16000.0,Right,1,3,3,Normal,22000000.0,,,,,42.75,72.4,59.857142857142854,73.0,72.28571428571429,63.0
S. Romero,Silvio Ezequiel Romero,7/22/1988,30,152.4,76.2,"ST,RM",Argentina,75,75,6500000.0,22000.0,Right,1,3,3,Stocky,9100000.0,,,,,34.0,73.4,68.85714285714286,69.0,70.14285714285714,56.5
C. Atsu,Christian Atsu,1/10/1992,27,165.1,64.9,"LM,RM",Ghana,74,74,6000000.0,39000.0,Left,1,3,3,Lean,11400000.0,,,,,32.5,85.6,65.85714285714286,58.0,69.71428571428571,45.0
C. Träsch,Christian Träsch,9/1/1987,31,154.94,74.8,"CDM,RB",Germany,74,74,4200000.0,21000.0,Right,2,4,3,Normal,6700000.0,,,,,73.0,70.6,57.0,72.66666666666667,72.0,69.5
F. Pogba,Florentin Pogba,8/19/1990,28,187.96,87.1,"CB,LB",Guinea,74,74,4700000.0,7000.0,Left,2,3,2,Stocky,7100000.0,,,,,72.75,63.2,46.857142857142854,73.0,60.714285714285715,75.5
Reguilón,Sergio Reguilón Rodríguez,12/16/1996,22,152.4,68.0,LB,Spain,74,85,8500000.0,63000.0,Left,1,3,2,Normal,19100000.0,,,,,71.5,77.4,51.57142857142857,65.0,67.71428571428571,67.0
Caio Milaçar,Caio Bruno Milaçar Kenedy,2/29/1984,35,170.18,67.1,CAM,Brazil,74,74,2800000.0,19000.0,Right,1,4,4,Lean,5300000.0,,,,,30.5,72.4,68.14285714285714,55.333333333333336,71.42857142857143,44.0
M. Kempf,Marc-Oliver Kempf,1/28/1995,24,185.42,87.1,CB,Germany,74,80,6500000.0,22000.0,Left,1,3,2,Normal,12400000.0,,,,,73.0,63.4,37.0,79.66666666666667,60.0,75.5
Daniel Ayala,Daniel Sánchez Ayala,11/7/1990,28,190.5,83.9,CB,Spain,74,76,5500000.0,41000.0,Right,1,3,2,Normal,10900000.0,,,,,72.0,64.6,37.57142857142857,73.66666666666667,60.285714285714285,80.5
P. Roberts,Patrick Roberts,2/5/1997,22,170.18,66.2,"RM,ST",England,74,82,8500000.0,60000.0,Left,1,3,4,Lean,,,,,,23.75,79.0,62.142857142857146,46.666666666666664,73.42857142857143,41.0
G. Ortíz,Guillermo Ortíz,8/9/1992,26,182.88,79.8,CB,Argentina,74,79,6500000.0,11000.0,Right,1,3,2,Normal,10200000.0,,,,,72.5,69.0,36.42857142857143,76.33333333333333,52.714285714285715,77.5
R. Gikiewicz,Rafał Gikiewicz,10/26/1987,31,190.5,81.2,GK,Poland,74,74,3600000.0,20000.0,Right,1,2,1,Normal,5800000.0,,,,,13.0,30.8,14.714285714285714,67.0,25.0,30.5
R. Rey,Rodrigo Rey,3/8/1991,28,190.5,76.2,GK,Argentina,74,77,4700000.0,1000.0,Right,1,3,1,Normal,10300000.0,,,,,17.75,45.0,16.714285714285715,63.0,32.142857142857146,22.5
Y. Öztekin,Yasin Öztekin,3/19/1987,31,152.4,69.9,"LM,RM",Turkey,74,74,4900000.0,22000.0,Right,1,3,3,Lean,9900000.0,,,,,43.75,76.8,67.42857142857143,70.33333333333333,71.14285714285714,63.0
Daniel Candeias,Daniel João Santos Candeias,2/25/1988,31,152.4,78.0,"RW,RM",Portugal,74,74,5500000.0,46000.0,Right,1,4,4,Normal,9900000.0,,,,,53.0,84.0,66.28571428571429,62.333333333333336,69.71428571428571,65.0
C. Beauvue,Claudio Beauvue,4/16/1988,30,175.26,66.2,"ST,RW",France,74,74,5500000.0,22000.0,Right,1,3,3,Normal,,,,,,33.5,69.2,69.14285714285714,67.0,69.71428571428571,70.5
Marcelo,Marcelo dos Santos Ferreira,7/27/1989,29,152.4,73.9,CB,Brazil,74,74,4600000.0,8000.0,Right,1,2,2,Normal,6800000.0,,,,,76.0,65.2,26.142857142857142,76.33333333333333,53.0,74.0
S. von Bergen,Steve von Bergen,6/10/1983,35,182.88,78.9,CB,Switzerland,74,74,1300000.0,13000.0,Right,2,3,2,Normal,2000000.0,,,,,73.25,62.6,33.0,75.66666666666667,57.42857142857143,75.5
J. Obi,Joel Obi,5/22/1991,27,175.26,71.2,CM,Nigeria,74,75,6500000.0,15000.0,Left,1,3,3,Normal,,,,,,73.25,77.8,63.714285714285715,73.33333333333333,74.57142857142857,70.0
Rafael Leão,Rafael da Conceição Leão,6/10/1999,19,187.96,81.2,"ST,LM",Portugal,74,86,10000000.0,15000.0,Right,1,4,4,Normal,21000000.0,,,,,22.75,75.2,66.57142857142857,71.0,69.0,57.5
Pedro Henrique,Pedro K. Medina da Silva,6/16/1990,28,154.94,76.2,"RM,LM",Brazil,74,74,5500000.0,1000.0,Left,1,4,3,Lean,11600000.0,,,,,28.0,79.6,67.0,50.666666666666664,70.42857142857143,58.5
Raúl Fernández,Raúl Fernández-Cavada Mateos,3/13/1988,30,195.58,92.1,GK,Spain,74,74,3600000.0,8000.0,Right,1,2,1,Lean,5800000.0,,,,,15.25,40.8,15.857142857142858,70.33333333333333,29.714285714285715,17.0
Y. Nagatomo,長友 佑都,9/12/1986,32,170.18,68.0,"LB,RB",Japan,74,74,3700000.0,40000.0,Right,2,5,3,Lean,7000000.0,,,,,73.0,84.4,50.714285714285715,69.0,63.42857142857143,62.0
P. Hrošovský,Patrik Hrošovský,4/22/1992,26,175.26,69.9,"CM,CDM",Slovakia,74,77,7000000.0,1000.0,Right,1,3,3,Lean,15900000.0,,,,,67.0,69.4,54.0,58.333333333333336,69.57142857142857,52.5
R. Berić,Robert Berić,6/17/1991,27,187.96,83.0,ST,Slovenia,74,75,6500000.0,29000.0,Right,2,3,3,Normal,12800000.0,Slovenia,75.0,ST,18.0,32.25,60.4,69.85714285714286,73.0,70.0,69.0
N. Spolli,Nicolás Federico Spolli,2/20/1983,36,193.04,89.8,CB,Argentina,74,74,1300000.0,10000.0,Right,2,3,2,Lean,,,,,,76.0,35.0,26.142857142857142,73.0,50.142857142857146,75.5
L. Moore,Liam Moore,1/31/1993,26,185.42,86.2,CB,England,74,77,6000000.0,26000.0,Right,1,3,2,Normal,11900000.0,,,,,71.75,68.8,29.714285714285715,77.66666666666667,64.0,74.0
D. Falcinelli,Diego Falcinelli,6/26/1991,27,185.42,74.8,ST,Italy,74,75,6500000.0,29000.0,Left,1,2,3,Lean,11500000.0,,,,,17.5,67.6,61.0,72.33333333333333,66.28571428571429,58.0
J. Babin,Jean-Sylvain Claude Babin,10/14/1986,32,154.94,88.9,CB,France,74,74,3800000.0,9000.0,Right,1,3,2,Stocky,6100000.0,,,,,73.5,47.8,45.142857142857146,78.66666666666667,60.57142857142857,72.5
